No,S,T,Typology,FAR,Env_R,E_R,total_inh,n_total,lca_total,solar_sc,solar_au
949,3,19,6,1.981873,1,2,2452,51.82270022,9.950822601,0.612613262,0.296309401
950,4,18,6,0.815402,1,2,1385,60.76805227,8.395615143,0.649150143,0.373643808
951,1,18,6,0.815402,1,2,1440,62.71348592,8.515110159,0.647540404,0.361402657
952,3,18,6,0.815402,1,2,1611,61.08295395,8.357091811,0.549049679,0.341232716
953,2,18,6,0.815402,1,2,1430,57.58434943,8.12231754,0.465363418,0.325645411
954,4,17,6,1.377649,1,2,1689,57.81628601,9.723066456,0.722555061,0.354023735
955,1,17,6,1.377649,1,2,1728,59.77410219,9.902478688,0.719581722,0.336151837
956,3,17,6,1.377649,1,2,1966,57.2096102,9.625585811,0.606287329,0.325962861
957,4,16,5,2.969017,1,2,2649,51.87671754,10.82276961,0.772948968,0.329735882
958,3,16,5,2.969017,1,2,3091,51.67306601,10.73164593,0.637641431,0.301855434
959,4,15,5,1.471673,1,2,1752,58.21512292,9.72013899,0.722422671,0.356152503
960,1,15,5,1.471673,1,2,1792,55.89453854,9.541360455,0.641722536,0.343099525
961,3,15,5,1.471673,1,2,2081,56.57858493,9.54902737,0.587099023,0.327496762
962,2,15,5,1.471673,1,2,1788,53.15789763,9.319716891,0.511568701,0.317649197
963,4,14,5,1.699608,1,2,1862,56.93698498,10.1004518,0.778003703,0.348329011
964,1,14,5,1.699608,1,2,1901,56.31749902,10.03660187,0.726020933,0.338924963
965,3,14,5,1.699608,1,2,2194,55.10560394,9.894242571,0.612929765,0.318390744
966,4,13,4,3.461759,1,2,2933,51.98361681,12.03034603,0.771319086,0.328212966
967,3,13,4,3.461759,1,2,3320,51.60497022,11.94624802,0.646206639,0.30081859
968,4,12,4,2.200234,1,2,2196,54.91638167,10.48080376,0.684451639,0.362677422
969,3,12,4,2.200234,1,2,2566,53.92921115,10.3538138,0.550112882,0.326501591
970,4,11,4,2.711107,1,2,2462,52.9994676,12.30305698,0.784630669,0.322107264
971,3,11,4,2.711107,1,2,2832,54.27813123,12.36040584,0.720680258,0.297676785
972,4,10,3,3.098888,1,2,2688,51.31786818,10.80795316,0.706476437,0.33999433
973,3,10,3,3.098888,1,2,3106,52.72521972,10.83664286,0.615023619,0.311312047
974,4,9,3,2.406857,1,2,2240,57.35102698,10.66612504,0.752314744,0.341393129
975,3,9,3,2.406857,1,2,2688,56.0989018,10.50130833,0.628035233,0.322356788
976,4,8,3,1.911589,1,2,1994,57.57801888,10.19828056,0.765182191,0.347758469
977,1,8,3,1.911589,1,2,2068,55.78074499,10.04430407,0.693705157,0.339657837
978,3,8,3,1.911589,1,2,2381,56.03976658,10.0176858,0.626358702,0.323306643
979,4,7,2,3.032621,1,2,2588,57.46451403,10.75516716,0.716663958,0.354968789
980,3,7,2,3.032621,1,2,3096,55.26603327,10.54395787,0.557975295,0.32892353
981,4,6,2,2.384204,1,2,2251,57.17083056,10.26022665,0.672417057,0.354093759
982,3,6,2,2.384204,1,2,2615,56.72134948,10.189675,0.581873701,0.329173945
983,4,5,2,2.783806,1,2,2474,57.96032201,10.91819336,0.7252387,0.344099276
984,3,5,2,2.783806,1,2,2918,56.68780766,10.76835433,0.583254073,0.321901975
985,4,4,1,4.457837,1,2,3308,52.23904611,15.24464383,0.954514008,0.204012933
986,3,4,1,4.457837,1,2,3983,48.06657964,14.84531996,0.867500712,0.232433513
987,4,3,1,5.610568,1,2,4062,49.56747268,13.3914638,0.945751783,0.211907647
988,3,3,1,5.610568,1,2,4767,45.16481663,13.00100776,0.848430163,0.2314485
989,4,2,1,3.531471,1,2,2837,50.4254311,14.47587332,0.929020496,0.24374356
990,3,2,1,3.531471,1,2,3372,49.91210424,14.35618619,0.829795619,0.246431025
991,2,1,7,0,2,2,994,56.22648854,4.729481321,0.502964613,0.304665117
992,1,1,7,0,2,2,1003,60.87183835,5.097336916,0.708542158,0.341155662
993,4,19,6,1.981873,2,2,2056,53.65484268,10.30257775,0.863259441,0.311238306
994,3,19,6,1.981873,2,2,2452,48.88385791,9.853062601,0.625469673,0.29110355
995,4,18,6,0.815402,2,2,1385,56.28702063,8.255186694,0.660859443,0.368851571
996,1,18,6,0.815402,2,2,1440,58.23065576,8.374390968,0.659904572,0.356032602
997,3,18,6,0.815402,2,2,1611,56.59979157,8.21637262,0.559659611,0.337071508
998,2,18,6,0.815402,2,2,1430,53.09079907,7.980290009,0.474607705,0.321888456
999,4,17,6,1.377649,2,2,1689,54.22228444,9.606926939,0.735007984,0.348029538
1000,1,17,6,1.377649,2,2,1728,56.17597984,9.786099954,0.732323941,0.330099288
1001,3,17,6,1.377649,2,2,1966,53.61410783,9.509326685,0.61891384,0.320976143
1002,4,16,5,2.969017,2,2,2649,49.51095852,10.74630218,0.783441887,0.322606661
1003,3,16,5,2.969017,2,2,3091,49.30175275,10.65438196,0.648951095,0.296747368
1004,4,15,5,1.471673,2,2,1752,54.69585495,9.607574727,0.736526744,0.348586166
1005,1,15,5,1.471673,2,2,1792,52.37263469,9.428796192,0.655918555,0.337047824
1006,3,15,5,1.471673,2,2,2081,53.05510299,9.436346942,0.601870185,0.321374731
1007,2,15,5,1.471673,2,2,1788,49.62482749,9.205990974,0.525816393,0.311904268
1008,4,14,5,1.699608,2,2,1862,53.69109707,9.994686773,0.792209521,0.339334568
1009,1,14,5,1.699608,2,2,1901,53.07595864,9.93127119,0.742234482,0.330525874
1010,3,14,5,1.699608,2,2,2194,51.86623322,9.788911894,0.627221833,0.312421944
1011,4,13,4,3.461759,2,2,2933,49.80012801,11.96010795,0.778298902,0.323686764
1012,3,13,4,3.461759,2,2,3320,49.4248794,11.87586557,0.653090453,0.297620637
1013,4,12,4,2.200234,2,2,2196,51.99928194,10.38838698,0.693131377,0.358811765
1014,3,12,4,2.200234,2,2,2566,51.01558902,10.26158698,0.558622619,0.32326813
1015,4,11,4,2.711107,2,2,2462,50.49708696,12.22103379,0.795318255,0.316055798
1016,3,11,4,2.711107,2,2,2832,51.77682689,12.27838265,0.7290493,0.294139096
1017,4,10,3,3.098888,2,2,2688,48.96954368,10.732507,0.714349774,0.335684531
1018,3,10,3,3.098888,2,2,3106,50.37698652,10.76135178,0.622240121,0.307683135
1019,4,9,3,2.406857,2,2,2240,54.56316776,10.57753042,0.759551918,0.335803938
1020,3,9,3,2.406857,2,2,2688,53.31997959,10.41316525,0.636167405,0.317818943
1021,4,8,3,1.911589,2,2,1994,54.48957531,10.09917867,0.774497143,0.342271905
1022,1,8,3,1.911589,2,2,2068,52.69060753,9.945202184,0.703046553,0.33513
1023,3,8,3,1.911589,2,2,2381,52.94491252,9.918174396,0.63518254,0.319371271
1024,4,7,2,3.032621,2,2,2588,55.00817145,10.67892116,0.724468178,0.34974742
1025,3,7,2,3.032621,2,2,3096,52.81076446,10.46786907,0.564666824,0.325604381
1026,4,6,2,2.384204,2,2,2251,54.35238353,10.17251378,0.679764148,0.349819276
1027,3,6,2,2.384204,2,2,2615,53.9017949,10.10168973,0.587932655,0.326071001
1028,4,5,2,2.783806,2,2,2474,55.40225643,10.83813556,0.732280944,0.339247572
1029,3,5,2,2.783806,2,2,2918,54.12986579,10.6883794,0.590477621,0.318287647
1030,4,4,1,4.457837,2,2,3308,50.5356306,15.18480593,0.956788354,0.196974943
1031,3,4,1,4.457837,2,2,3983,46.36980399,14.78572481,0.876850839,0.22710487
1032,4,3,1,5.610568,2,2,4062,48.13320645,13.34222125,0.947691985,0.206506633
1033,3,3,1,5.610568,2,2,4767,43.71778249,12.95079162,0.855874718,0.227253942
1034,4,2,1,3.531471,2,2,2837,48.41765675,14.40619831,0.932238885,0.236514373
1035,3,2,1,3.531471,2,2,3372,47.90391268,14.28643994,0.840820331,0.24098988
1036,2,1,7,0,3,2,994,44.97009041,4.127804872,0.500097696,0.304832281
1037,1,1,7,0,3,2,1003,49.73021157,4.507499497,0.708101861,0.341462537
1038,4,19,6,1.981873,3,2,2056,48.51989426,10.0249715,0.864190394,0.310932055
1039,3,19,6,1.981873,3,2,2452,43.71425642,9.572442169,0.624537751,0.291233272
1040,4,18,6,0.815402,3,2,1385,48.42864785,7.852218101,0.659985221,0.369475122
1041,1,18,6,0.815402,3,2,1440,50.34347732,7.968805695,0.658379466,0.356780678
1042,3,18,6,0.815402,3,2,1611,48.71182953,7.810932718,0.557383271,0.337705828
1043,2,18,6,0.815402,3,2,1430,45.11964127,7.566418586,0.472090702,0.322162672
1044,4,17,6,1.377649,3,2,1689,47.92091976,9.275253527,0.735425593,0.348149664
1045,1,17,6,1.377649,3,2,1728,49.85550607,9.452273596,0.732240989,0.330376836
1046,3,17,6,1.377649,3,2,1966,47.29180043,9.175619935,0.618435667,0.321043343
1047,4,16,5,2.969017,3,2,2649,45.33112431,10.52382976,0.782361806,0.322910032
1048,3,16,5,2.969017,3,2,3091,45.12455546,10.43198919,0.648173215,0.296841586
1049,4,15,5,1.471673,3,2,1752,48.52000451,9.285796597,0.737096684,0.348513376
1050,1,15,5,1.471673,3,2,1792,46.17496959,9.104578589,0.655827865,0.337014178
1051,3,15,5,1.471673,3,2,2081,46.8569389,9.112129339,0.601037687,0.321576412
1052,2,15,5,1.471673,3,2,1788,43.36251579,8.87526811,0.523186902,0.312549676
1053,4,14,5,1.699608,3,2,1862,48.01872804,9.694114285,0.792191317,0.339592323
1054,1,14,5,1.699608,3,2,1901,47.36983828,9.627332464,0.740576499,0.33125301
1055,3,14,5,1.699608,3,2,2194,46.16567647,9.485841874,0.625790195,0.312766639
1056,4,13,4,3.461759,3,2,2933,45.98257963,11.76000523,0.778215287,0.323752565
1057,3,13,4,3.461759,3,2,3320,45.59152354,11.67439129,0.651896113,0.297876602
1058,4,12,4,2.200234,3,2,2196,46.8891344,10.124529,0.692197869,0.359367074
1059,3,12,4,2.200234,3,2,2566,45.88924014,9.996304279,0.558150869,0.32337618
1060,4,11,4,2.711107,3,2,2462,46.11149198,11.98692244,0.794477649,0.316674501
1061,3,11,4,2.711107,3,2,2832,47.37458229,12.04233441,0.729470419,0.293867243
1062,4,10,3,3.098888,3,2,2688,44.8602851,10.5180321,0.713967959,0.336156758
1063,3,10,3,3.098888,3,2,3106,46.24879971,10.54493838,0.621771258,0.30785464
1064,4,9,3,2.406857,3,2,2240,49.69800066,10.32700901,0.759579131,0.335983241
1065,3,9,3,2.406857,3,2,2688,48.44402689,10.16165043,0.635345333,0.318169462
1066,4,8,3,1.911589,3,2,1994,49.06644072,9.815182143,0.773454654,0.343058625
1067,1,8,3,1.911589,3,2,2068,47.24338575,9.658646205,0.70209898,0.335611454
1068,3,8,3,1.911589,3,2,2381,47.50068828,9.632130307,0.634978787,0.319434899
1069,4,7,2,3.032621,3,2,2588,50.69798896,10.46142353,0.724150437,0.350151403
1070,3,7,2,3.032621,3,2,3096,48.48435469,10.24872076,0.563867789,0.325876457
1071,4,6,2,2.384204,3,2,2251,49.40264717,9.921179181,0.678725928,0.350518545
1072,3,6,2,2.384204,3,2,2615,48.93501028,9.848539122,0.58759907,0.326166521
1073,4,5,2,2.783806,3,2,2474,50.91156671,10.60857023,0.731309825,0.339987126
1074,3,5,2,2.783806,3,2,2918,49.62179247,10.45723944,0.58949088,0.31870193
1075,4,4,1,4.457837,3,2,3308,47.5707197,15.01664082,0.956586738,0.197097373
1076,3,4,1,4.457837,3,2,3983,43.38333152,14.61586045,0.8764719,0.227205925
1077,4,3,1,5.610568,3,2,4062,45.60008232,13.1995152,0.947564776,0.206481021
1078,3,3,1,5.610568,3,2,4767,41.17576697,12.80706076,0.855208264,0.227339394
1079,4,2,1,3.531471,3,2,2837,44.89554637,14.20771716,0.932606895,0.235743458
1080,3,2,1,3.531471,3,2,3372,44.37143064,14.08674766,0.840667991,0.240919669
1081,2,1,7,0,1,1,994,60.87749962,19.20523319,0.425786186,0.288094453
1082,1,1,7,0,1,1,1003,65.53639005,18.99297628,0.650296941,0.342570644
1083,4,19,6,1.981873,1,1,2056,55.16989163,16.80226136,0.830173029,0.322517935
1084,3,19,6,1.981873,1,1,2452,50.34417709,16.57740331,0.546107222,0.278701271
1085,4,18,6,0.815402,1,1,1385,59.26055063,17.7050328,0.613918142,0.369416332
1086,1,18,6,0.815402,1,1,1440,61.11358157,17.900993,0.606223439,0.355084848
1087,3,18,6,0.815402,1,1,1611,59.47300173,17.98981472,0.497597891,0.326870603
1088,2,18,6,0.815402,1,1,1430,55.98200202,17.90637173,0.409588747,0.304787938
1089,4,17,6,1.377649,1,1,1689,56.40710844,17.36853928,0.687856256,0.35083944
1090,1,17,6,1.377649,1,1,1728,58.28520123,17.61062618,0.678842103,0.330789576
1091,3,17,6,1.377649,1,1,1966,55.70797126,17.53706717,0.551963739,0.312305353
1092,4,16,5,2.969017,1,1,2649,50.47145133,15.87949689,0.73714347,0.328507015
1093,3,16,5,2.969017,1,1,3091,50.19716294,15.96448725,0.577792479,0.287559189
1094,4,15,5,1.471673,1,1,1752,56.74289195,17.13892544,0.68876952,0.353051674
1095,1,15,5,1.471673,1,1,1792,54.38722286,17.02310855,0.593033159,0.334735641
1096,3,15,5,1.471673,1,1,2081,55.04096506,17.22709497,0.53216541,0.312987123
1097,2,15,5,1.471673,1,1,1788,51.64519893,17.11999048,0.453053286,0.297670019
1098,4,14,5,1.699608,1,1,1862,55.53478659,17.03153611,0.745845726,0.348076489
1099,1,14,5,1.699608,1,1,1901,54.84223466,17.02393493,0.684114579,0.332976777
1100,3,14,5,1.699608,1,1,2194,53.60558233,17.06574144,0.556084803,0.303424545
1101,4,13,4,3.461759,1,1,2933,50.64654943,16.61069156,0.734025575,0.325353689
1102,3,13,4,3.461759,1,1,3320,50.17998138,16.68403369,0.58326771,0.285985081
1103,4,12,4,2.200234,1,1,2196,53.53030045,16.53557509,0.647629471,0.358770575
1104,3,12,4,2.200234,1,1,2566,52.44273302,16.61697405,0.496675526,0.309369407
1105,4,11,4,2.711107,1,1,2462,51.74105219,17.66799658,0.745680337,0.318054424
1106,3,11,4,2.711107,1,1,2832,52.90678874,17.90808704,0.660859009,0.286767006
1107,4,10,3,3.098888,1,1,2688,49.93023647,15.73009784,0.667998103,0.335723033
1108,3,10,3,3.098888,1,1,3106,51.17486108,15.92379209,0.556571939,0.296405062
1109,4,9,3,2.406857,1,1,2240,55.8918019,16.41104873,0.721700677,0.340098853
1110,3,9,3,2.406857,1,1,2688,54.53522512,16.44563767,0.577212685,0.310564429
1111,4,8,3,1.911589,1,1,1994,56.15682754,16.72692464,0.735056059,0.346551818
1112,1,8,3,1.911589,1,1,2068,54.28884215,16.62638946,0.651200693,0.332897824
1113,3,8,3,1.911589,1,1,2381,54.46464307,16.76818297,0.57157998,0.309878467
1114,4,7,2,3.032621,1,1,2588,56.3124668,15.76869572,0.690501127,0.353352965
1115,3,7,2,3.032621,1,1,3096,54.05256553,15.73379548,0.508691782,0.315305135
1116,4,6,2,2.384204,1,1,2251,55.97842515,16.06071692,0.64047572,0.35066726
1117,3,6,2,2.384204,1,1,2615,55.46474941,16.19401143,0.53287314,0.316771518
1118,4,5,2,2.783806,1,1,2474,56.82099321,16.20996426,0.695857737,0.342473687
1119,3,5,2,2.783806,1,1,2918,55.48319581,16.2451035,0.532799176,0.308351009
1120,4,4,1,4.457837,1,1,3308,51.05579695,19.08604234,0.954327276,0.210370897
1121,3,4,1,4.457837,1,1,3983,46.83721293,18.8168932,0.796703642,0.22773994
1122,4,3,1,5.610568,1,1,4062,48.3340522,16.616518,0.94462092,0.219139933
1123,3,3,1,5.610568,1,1,4767,43.89068131,16.33976563,0.780602983,0.223699735
1124,4,2,1,3.531471,1,1,2837,49.24181758,19.00204159,0.924591849,0.251551472
1125,3,2,1,3.531471,1,1,3372,48.6629656,19.0405837,0.763507181,0.23780103
1126,2,1,7,0,2,1,994,54.84747098,15.582067,0.437728907,0.282074576
1127,1,1,7,0,2,1,1003,59.5071187,15.37023291,0.667339203,0.334990834
1128,4,19,6,1.981873,2,1,2056,52.36745292,15.07885203,0.841622387,0.314231607
1129,3,19,6,1.981873,2,1,2452,47.54708953,14.85580249,0.558436954,0.273533008
1130,4,18,6,0.815402,2,1,1385,54.99138212,15.21337274,0.627363221,0.36421472
1131,1,18,6,0.815402,2,1,1440,56.8432382,15.40860608,0.61968236,0.349525531
1132,3,18,6,0.815402,2,1,1611,55.20278238,15.49917226,0.509820181,0.321898434
1133,2,18,6,0.815402,2,1,1430,51.7112738,15.41427555,0.41809126,0.300729297
1134,4,17,6,1.377649,2,1,1689,52.98270643,15.3182163,0.700556719,0.345411809
1135,1,17,6,1.377649,2,1,1728,54.85947473,15.55946594,0.692281235,0.324863736
1136,3,17,6,1.377649,2,1,1966,52.28281969,15.48662458,0.564604587,0.307356627
1137,4,16,5,2.969017,2,1,2649,48.2078951,14.51311954,0.74911438,0.321180274
1138,3,16,5,2.969017,2,1,3091,47.93551064,14.59906574,0.587989827,0.283047239
1139,4,15,5,1.471673,2,1,1752,53.38320791,15.14692134,0.703927391,0.345948451
1140,1,15,5,1.471673,2,1,1792,51.03364695,15.03203377,0.610417548,0.327907993
1141,3,15,5,1.471673,2,1,2081,51.6854904,15.23578786,0.547556259,0.306803668
1142,2,15,5,1.471673,2,1,1788,48.28895348,15.12903187,0.465433291,0.292154246
1143,4,14,5,1.699608,2,1,1862,52.45022699,15.1702236,0.762467431,0.339076873
1144,1,14,5,1.699608,2,1,1901,51.75530178,15.16207948,0.699816414,0.325479307
1145,3,14,5,1.699608,2,1,2194,50.51885402,15.20453752,0.569635337,0.297673268
1146,4,13,4,3.461759,2,1,2933,48.56955148,15.37282667,0.741963663,0.320957123
1147,3,13,4,3.461759,2,1,3320,48.1026766,15.44696285,0.59036001,0.282784181
1148,4,12,4,2.200234,2,1,2196,50.74875089,14.9062663,0.657781949,0.354770209
1149,3,12,4,2.200234,2,1,2566,49.6686421,14.98908998,0.504230571,0.306317916
1150,4,11,4,2.711107,2,1,2462,49.35815905,16.22358005,0.755845158,0.313324127
1151,3,11,4,2.711107,2,1,2832,50.52345014,16.46409157,0.670917795,0.282558535
1152,4,10,3,3.098888,2,1,2688,47.69403234,14.40067912,0.67670653,0.331596026
1153,3,10,3,3.098888,2,1,3106,48.93722743,14.59429584,0.564325684,0.29306888
1154,4,9,3,2.406857,2,1,2240,53.24735415,14.86285533,0.729448103,0.334863851
1155,3,9,3,2.406857,2,1,2688,51.88880689,14.89654116,0.585235191,0.30663764
1156,4,8,3,1.911589,2,1,1994,53.20800346,14.97114221,0.74431584,0.341388393
1157,1,8,3,1.911589,2,1,2068,51.34039072,14.87040227,0.660502658,0.328594648
1158,3,8,3,1.911589,2,1,2381,51.51722012,15.0130148,0.579849801,0.306246429
1159,4,7,2,3.032621,2,1,2588,53.97342273,14.42181397,0.698073364,0.348385484
1160,3,7,2,3.032621,2,1,3096,51.7131516,14.38699234,0.515901166,0.311719106
1161,4,6,2,2.384204,2,1,2251,53.29223595,14.50394967,0.647724315,0.346582067
1162,3,6,2,2.384204,2,1,2615,52.77910647,14.63806137,0.540178468,0.313227999
1163,4,5,2,2.783806,2,1,2474,54.38395656,14.78906261,0.702761012,0.337893886
1164,3,5,2,2.783806,2,1,2918,53.0464246,14.82469911,0.539624966,0.305116138
1165,4,4,1,4.457837,2,1,3308,49.43315202,18.04373422,0.956397062,0.203789799
1166,3,4,1,4.457837,2,1,3983,45.22629485,17.78162483,0.812538069,0.220427395
1167,4,3,1,5.610568,2,1,4062,46.95481365,15.73645467,0.946696681,0.213883054
1168,3,3,1,5.610568,2,1,4767,42.51352522,15.46072712,0.789302711,0.219966127
1169,4,2,1,3.531471,2,1,2837,47.32733897,17.77952306,0.929410193,0.24350832
1170,3,2,1,3.531471,2,1,3372,46.7509873,17.81806516,0.777811053,0.232708427
1171,2,1,7,0,3,1,994,43.50758611,9.850919121,0.436473109,0.281859747
1172,1,1,7,0,3,1,1003,48.21679737,9.665934268,0.665979657,0.335354479
1173,4,19,6,1.981873,3,1,2056,47.15115576,12.38105783,0.841261245,0.314471
1174,3,19,6,1.981873,3,1,2452,42.31704214,12.15358749,0.557878905,0.27356121
1175,4,18,6,0.815402,3,1,1385,47.02948744,11.31074112,0.626448665,0.364564683
1176,1,18,6,0.815402,3,1,1440,48.8490969,11.48649474,0.620292774,0.349345341
1177,3,18,6,0.815402,3,1,1611,47.22174274,11.59028968,0.508368451,0.322320237
1178,2,18,6,0.815402,3,1,1430,43.68561579,11.47399283,0.417287,0.300562477
1179,4,17,6,1.377649,3,1,1689,46.60047164,12.10709618,0.7018044,0.344854229
1180,1,17,6,1.377649,3,1,1728,48.45035837,12.33124187,0.692094275,0.324766088
1181,3,17,6,1.377649,3,1,1966,45.88395999,12.26964367,0.564395034,0.307294585
1182,4,16,5,2.969017,3,1,2649,44.00161966,12.37513805,0.749015698,0.321417646
1183,3,16,5,2.969017,3,1,3091,43.70940469,12.45670331,0.588069543,0.282888752
1184,4,15,5,1.471673,3,1,1752,47.13065291,12.02811295,0.704487558,0.345603895
1185,1,15,5,1.471673,3,1,1792,44.75168209,11.89742689,0.61055049,0.327737616
1186,3,15,5,1.471673,3,1,2081,45.41377245,12.11256519,0.547370372,0.306638216
1187,2,15,5,1.471673,3,1,1788,41.98160388,11.98013665,0.464564221,0.292212579
1188,4,14,5,1.699608,3,1,1862,46.69703871,12.25451844,0.762745015,0.339047029
1189,1,14,5,1.699608,3,1,1901,45.97734443,12.23214925,0.700197703,0.325185418
1190,3,14,5,1.699608,3,1,2194,44.75220112,12.28448882,0.569099376,0.297772686
1191,4,13,4,3.461759,3,1,2933,44.70058969,13.43438569,0.742336823,0.320830942
1192,3,13,4,3.461759,3,1,3320,44.22351939,13.50570657,0.591158466,0.28236962
1193,4,12,4,2.200234,3,1,2196,45.58034853,12.35649398,0.657840798,0.354830623
1194,3,12,4,2.200234,3,1,2566,44.48283192,12.43494851,0.503233474,0.306518019
1195,4,11,4,2.711107,3,1,2462,44.91760279,13.96154224,0.756346627,0.312925214
1196,3,11,4,2.711107,3,1,2832,46.07227004,14.19885368,0.671059588,0.282405827
1197,4,10,3,3.098888,3,1,2688,43.52628353,12.31873731,0.676698582,0.331454833
1198,3,10,3,3.098888,3,1,3106,44.75938829,12.50909735,0.5641226,0.292907268
1199,4,9,3,2.406857,3,1,2240,48.31937125,12.43801763,0.729586538,0.334745182
1200,3,9,3,2.406857,3,1,2688,46.95233485,12.4686329,0.584841997,0.306679682
1201,4,8,3,1.911589,3,1,1994,47.71691286,12.22219094,0.744286816,0.341587278
1202,1,8,3,1.911589,3,1,2068,45.81993031,12.10722046,0.659490826,0.328784165
1203,3,8,3,1.911589,3,1,2381,46.01051199,12.25986604,0.579885827,0.306056192
1204,4,7,2,3.032621,3,1,2588,49.60682928,12.31168612,0.697858277,0.348582985
1205,3,7,2,3.032621,3,1,3096,47.33534235,12.27356312,0.515129471,0.311897873
1206,4,6,2,2.384204,3,1,2251,48.27898342,12.06642171,0.647417416,0.346673459
1207,3,6,2,2.384204,3,1,2615,47.75360825,12.19635661,0.539609302,0.313356024
1208,4,5,2,2.783806,3,1,2474,49.83543599,12.56410218,0.703119887,0.337679056
1209,3,5,2,2.783806,3,1,2918,48.48545956,12.5962579,0.539460623,0.305059059
1210,4,4,1,4.457837,3,1,3308,46.42737365,16.4140923,0.956536447,0.203333618
1211,3,4,1,4.457837,3,1,3983,42.20625715,16.14840234,0.812669499,0.22016985
1212,4,3,1,5.610568,3,1,4062,44.38631992,14.35955908,0.946583657,0.2136443
1213,3,3,1,5.610568,3,1,4767,39.94285894,14.08188437,0.789093707,0.219914958
1214,4,2,1,3.531471,3,1,2837,43.76364815,15.86545514,0.928494404,0.244370162
1215,3,2,1,3.531471,3,1,3372,43.17674029,15.90086258,0.775967939,0.233048224
1216,2,1,7,0,1,2,994,61.63899714,4.873663802,0.433269901,0.288254156
1217,1,1,7,0,1,2,1003,66.32307645,5.243210686,0.654540786,0.341560027
1218,4,19,6,1.981873,1,2,2056,55.53422144,10.32196899,0.830679177,0.322236437
1219,3,19,6,1.981873,1,2,2452,50.70568821,9.869942025,0.549228821,0.278792691
1220,4,18,6,0.815402,1,2,1385,59.82042016,8.331506504,0.616911732,0.368302151
1221,1,18,6,0.815402,1,2,1440,61.668265,8.444750564,0.610418811,0.353784366
1222,3,18,6,0.815402,1,2,1611,60.0225966,8.286296102,0.501702928,0.326406752
1223,2,18,6,0.815402,1,2,1430,56.52291401,8.05137646,0.413462722,0.304872069
1224,4,17,6,1.377649,1,2,1689,56.85517009,9.655368241,0.689879178,0.350131169
1225,1,17,6,1.377649,1,2,1728,58.72836235,9.829039281,0.681315277,0.330050031
1226,3,17,6,1.377649,1,2,1966,56.14757481,9.552146404,0.556207484,0.311605694
1227,4,16,5,2.969017,1,2,2649,50.77300601,10.74255846,0.740042476,0.327087402
1228,3,16,5,2.969017,1,2,3091,50.4866013,10.64649626,0.579462525,0.287659621
1229,4,15,5,1.471673,1,2,1752,57.18332609,9.647535621,0.690180935,0.352632673
1230,1,15,5,1.471673,1,2,1792,54.82283563,9.46689844,0.595978824,0.334169667
1231,3,15,5,1.471673,1,2,2081,55.47575186,9.47293904,0.535060746,0.312810617
1232,2,15,5,1.471673,1,2,1788,52.06877938,9.244790215,0.457245672,0.297320824
1233,4,14,5,1.699608,1,2,1862,55.94195995,10.02910927,0.749037428,0.346731714
1234,1,14,5,1.699608,1,2,1901,55.24284877,9.960264274,0.68648917,0.332488343
1235,3,14,5,1.699608,1,2,2194,54.00233711,9.816710506,0.558222841,0.303730998
1236,4,13,4,3.461759,1,2,2933,50.92164259,11.95512704,0.736583168,0.324627919
1237,3,13,4,3.461759,1,2,3320,50.4489055,11.86482094,0.58452019,0.286287149
1238,4,12,4,2.200234,1,2,2196,53.89023766,10.40956781,0.649613868,0.358138038
1239,3,12,4,2.200234,1,2,2566,52.79983105,10.27630908,0.497660489,0.309660486
1240,4,11,4,2.711107,1,2,2462,52.05258584,12.23568681,0.748753951,0.317149115
1241,3,11,4,2.711107,1,2,2832,53.21180461,12.28495125,0.663352248,0.286447204
1242,4,10,3,3.098888,1,2,2688,50.22216007,10.72948295,0.669156066,0.335368909
1243,3,10,3,3.098888,1,2,3106,51.46171881,10.74685185,0.558825297,0.296275794
1244,4,9,3,2.406857,1,2,2240,56.23231091,10.5868324,0.723560568,0.339033787
1245,3,9,3,2.406857,1,2,2688,54.87410571,10.41623581,0.579349704,0.310126428
1246,4,8,3,1.911589,1,2,1994,56.54114965,10.12426128,0.736285618,0.345980148
1247,1,8,3,1.911589,1,2,2068,54.67332054,9.965984915,0.65299231,0.332528802
1248,3,8,3,1.911589,1,2,2381,54.84426938,9.933633471,0.574457737,0.309562769
1249,4,7,2,3.032621,1,2,2588,56.61981516,10.70030148,0.691530312,0.352802499
1250,3,7,2,3.032621,1,2,3096,54.35459421,10.48689127,0.511284492,0.314759854
1251,4,6,2,2.384204,1,2,2251,56.32932923,10.20520181,0.641930693,0.350043468
1252,3,6,2,2.384204,1,2,2615,55.81034841,10.13247095,0.535072467,0.316510738
1253,4,5,2,2.783806,1,2,2474,57.14015066,10.86531875,0.69784911,0.341294483
1254,3,5,2,2.783806,1,2,2918,55.79812216,10.71224757,0.535243515,0.308141806
1255,4,4,1,4.457837,1,2,3308,51.26623525,15.16969474,0.954597152,0.21020484
1256,3,4,1,4.457837,1,2,3983,47.05011668,14.76885369,0.802673898,0.224733967
1257,4,3,1,5.610568,1,2,4062,48.51092317,13.309632,0.945090147,0.218851619
1258,3,3,1,5.610568,1,2,4767,44.06601892,12.9172288,0.782197954,0.223473845
1259,4,2,1,3.531471,1,2,2837,49.49053962,14.40491595,0.925198366,0.250978206
1260,3,2,1,3.531471,1,2,3372,48.90707032,14.28159546,0.766692732,0.237287165
