No,S,T,Typology,FAR,Env_R,E_R,total_inh,n_total,lca_total,solar_sc,solar_au
313,3,3,1,5.610568,1,1,4767,44.98396909,16.38588248,0.847098959,0.231753849
314,4,2,1,3.531471,1,1,2837,50.17126891,19.03353071,0.928097678,0.244745459
315,3,2,1,3.531471,1,1,3372,49.66354092,19.06281131,0.827732308,0.246829892
316,2,1,7,0,2,1,994,55.76977633,15.47995536,0.498184395,0.30426484
317,1,1,7,0,2,1,1003,60.37528611,15.29814167,0.70631795,0.341485046
318,4,19,6,1.981873,2,1,2056,53.41307925,15.10226218,0.862468342,0.31137721
319,3,19,6,1.981873,2,1,2452,48.6587141,14.86414173,0.623443177,0.291048296
320,4,18,6,0.815402,2,1,1385,55.93520258,15.19883564,0.658862667,0.369349452
321,1,18,6,0.815402,2,1,1440,57.88052415,15.38956247,0.656566122,0.356929833
322,3,18,6,0.815402,2,1,1611,56.25538665,15.46515543,0.557364316,0.336874372
323,2,18,6,0.815402,2,1,1430,52.76689537,15.37269943,0.471646055,0.321581953
324,4,17,6,1.377649,2,1,1689,53.94162333,15.32096729,0.733799548,0.348439698
325,1,17,6,1.377649,2,1,1728,55.89648307,15.55815026,0.730047203,0.330826143
326,3,17,6,1.377649,2,1,1966,53.33957954,15.47394611,0.616010316,0.321384807
327,4,16,5,2.969017,2,1,2649,49.31567261,14.55079568,0.781578436,0.32335839
328,3,16,5,2.969017,2,1,3091,49.11638037,14.62670553,0.6472238,0.29667693
329,4,15,5,1.471673,2,1,1752,54.42130218,15.1567954,0.735023412,0.349205678
330,1,15,5,1.471673,2,1,1792,52.0963476,15.03458941,0.653335329,0.337492412
331,3,15,5,1.471673,2,1,2081,52.78601141,15.22905027,0.599456564,0.321420242
332,2,15,5,1.471673,2,1,1788,49.37094114,15.11393037,0.522842985,0.311995636
333,4,14,5,1.699608,2,1,1862,53.43357704,15.18216832,0.789655393,0.340773257
334,1,14,5,1.699608,2,1,1901,52.82730266,15.17185243,0.739025631,0.331632456
335,3,14,5,1.699608,2,1,2194,51.61675332,15.20388599,0.625041576,0.312590921
336,4,13,4,3.461759,2,1,2933,49.63136801,15.40949773,0.777755124,0.323829569
337,3,13,4,3.461759,2,1,3320,49.25887863,15.4764152,0.651031418,0.297812818
338,4,12,4,2.200234,2,1,2196,51.77788779,14.92678226,0.691384075,0.359525388
339,3,12,4,2.200234,2,1,2566,50.79245722,14.99849312,0.555866264,0.323805174
340,4,11,4,2.711107,2,1,2462,50.30241129,16.24530693,0.79345193,0.316985996
341,3,11,4,2.711107,2,1,2832,51.58688911,16.47933407,0.728853821,0.293699968
342,4,10,3,3.098888,2,1,2688,48.78935278,14.43758804,0.713077232,0.336103915
343,3,10,3,3.098888,2,1,3106,50.19665463,14.62825824,0.620580342,0.30786429
344,4,9,3,2.406857,2,1,2240,54.35001452,14.89211594,0.758875713,0.33615907
345,3,9,3,2.406857,2,1,2688,53.10439402,14.91640948,0.634097412,0.318201679
346,4,8,3,1.911589,2,1,1994,54.24093858,14.989775,0.77171694,0.343496899
347,1,8,3,1.911589,2,1,2068,52.44237424,14.88545183,0.700629615,0.335624543
348,3,8,3,1.911589,2,1,2381,52.70902533,15.02386687,0.633562377,0.319348229
349,4,7,2,3.032621,2,1,2588,54.81344065,14.433919,0.723800316,0.35008815
350,3,7,2,3.032621,2,1,3096,52.6225977,14.38769977,0.563289199,0.325674573
351,4,6,2,2.384204,2,1,2251,54.12979236,14.51030567,0.677549753,0.350697013
352,3,6,2,2.384204,2,1,2615,53.68685526,14.62988937,0.586807205,0.326066535
353,4,5,2,2.783806,2,1,2474,55.20076455,14.79735017,0.73085888,0.339900203
354,3,5,2,2.783806,2,1,2918,53.93491671,14.82204709,0.588583006,0.318628802
355,4,4,1,4.457837,2,1,3308,50.4009104,18.08566929,0.956206899,0.197848705
356,3,4,1,4.457837,2,1,3983,46.23969666,17.81415334,0.875496897,0.227402976
357,4,3,1,5.610568,2,1,4062,48.01474967,15.79118001,0.947307751,0.206783104
358,3,3,1,5.610568,2,1,4767,43.60927193,15.50761259,0.854423384,0.227435589
359,4,2,1,3.531471,2,1,2837,48.25728252,17.81172459,0.931637258,0.236891297
360,3,2,1,3.531471,2,1,3372,47.75287157,17.84143265,0.841304275,0.240648618
361,2,1,7,0,3,1,994,44.47416918,9.767834495,0.495979606,0.304537997
362,1,1,7,0,3,1,1003,49.12632091,9.611812985,0.704679135,0.342115128
363,4,19,6,1.981873,3,1,2056,48.22001243,12.41240533,0.862358618,0.311636463
364,3,19,6,1.981873,3,1,2452,43.44946362,12.17086881,0.623345846,0.290899038
365,4,18,6,0.815402,3,1,1385,48.00001062,11.30696147,0.658422986,0.369522849
366,1,18,6,0.815402,3,1,1440,49.9162517,11.47893544,0.656437647,0.356955729
367,3,18,6,0.815402,3,1,1611,48.30728734,11.56964699,0.556042692,0.337324885
368,2,18,6,0.815402,3,1,1430,44.76961771,11.44520935,0.469453575,0.322051588
369,4,17,6,1.377649,3,1,1689,47.58177334,12.11857857,0.733062987,0.348864809
370,1,17,6,1.377649,3,1,1728,49.5130158,12.3405713,0.7302002,0.330679361
371,3,17,6,1.377649,3,1,1966,46.96624773,12.26844758,0.616094314,0.321270929
372,4,16,5,2.969017,3,1,2649,45.11151541,12.41807132,0.782334989,0.322741208
373,3,16,5,2.969017,3,1,3091,44.90825697,12.49191018,0.647324607,0.296622903
374,4,15,5,1.471673,3,1,1752,48.18543708,12.04658325,0.735920977,0.348598123
375,1,15,5,1.471673,3,1,1792,45.83972995,11.90997275,0.652290316,0.337991241
376,3,15,5,1.471673,3,1,2081,46.53991059,12.11605015,0.599642772,0.321340873
377,2,15,5,1.471673,3,1,1788,43.08796967,11.97514154,0.522220883,0.312126654
378,4,14,5,1.699608,3,1,1862,47.70795357,12.27525881,0.791933188,0.339500019
379,1,14,5,1.699608,3,1,1901,47.07085349,12.25039209,0.739043895,0.331599736
380,3,14,5,1.699608,3,1,2194,45.87451916,12.29404459,0.625127143,0.312460724
381,4,13,4,3.461759,3,1,2933,45.7733041,13.47610985,0.778047295,0.32367514
382,3,13,4,3.461759,3,1,3320,45.39380538,13.54151139,0.650557955,0.2977611
383,4,12,4,2.200234,3,1,2196,46.62221963,12.3837536,0.691376699,0.359592421
384,3,12,4,2.200234,3,1,2566,45.6257813,12.45271001,0.555562061,0.323593568
385,4,11,4,2.711107,3,1,2462,45.87606525,13.98983771,0.793842696,0.316617432
386,3,11,4,2.711107,3,1,2832,47.15367182,14.2215069,0.727841232,0.293987646
387,4,10,3,3.098888,3,1,2688,44.63010773,12.3606863,0.712799117,0.336222541
388,3,10,3,3.098888,3,1,3106,46.03514342,12.55019341,0.621051365,0.307479172
389,4,9,3,2.406857,3,1,2240,49.44149005,12.47441277,0.758982452,0.336025345
390,3,9,3,2.406857,3,1,2688,48.18578424,12.49644854,0.633219808,0.318484211
391,4,8,3,1.911589,3,1,1994,48.76892547,12.24870684,0.772299143,0.343158402
392,1,8,3,1.911589,3,1,2068,46.9513907,12.13138167,0.70134781,0.335431994
393,3,8,3,1.911589,3,1,2381,47.22142594,12.27962499,0.632958286,0.319383613
394,4,7,2,3.032621,3,1,2588,50.46103114,12.32945066,0.723748092,0.350064172
395,3,7,2,3.032621,3,1,3096,48.26289724,12.28126633,0.563515333,0.325510739
396,4,6,2,2.384204,3,1,2251,49.13343137,12.07922452,0.677437409,0.350874914
397,3,6,2,2.384204,3,1,2615,48.68081583,12.19681061,0.586334332,0.326216888
398,4,5,2,2.783806,3,1,2474,50.66767291,12.57852253,0.731191612,0.339737352
399,3,5,2,2.783806,3,1,2918,49.39270084,12.60089893,0.588715221,0.318517681
400,4,4,1,4.457837,3,1,3308,47.40831654,16.46063962,0.956406092,0.197363581
401,3,4,1,4.457837,3,1,3983,43.23289653,16.18669617,0.87591341,0.227064364
402,4,3,1,5.610568,3,1,4062,45.45482429,14.41787129,0.947281616,0.206582464
403,3,3,1,5.610568,3,1,4767,41.04629504,14.1332278,0.854178102,0.227453621
404,4,2,1,3.531471,3,1,2837,44.70558856,15.90271488,0.931594301,0.236817243
405,3,2,1,3.531471,3,1,3372,44.19303966,15.93092685,0.84024493,0.240772246
406,2,1,7,0,1,2,994,62.5763197,4.935607301,0.49046112,0.310168249
407,1,1,7,0,1,2,1003,67.20351349,5.301983016,0.691718565,0.348785852
408,4,19,6,1.981873,1,2,2056,56.60830094,10.40154342,0.85433295,0.319744885
409,3,19,6,1.981873,1,2,2452,51.82439478,9.951124019,0.613320213,0.2961052
410,4,18,6,0.815402,1,2,1385,60.77219385,8.396196628,0.647886123,0.374021557
411,1,18,6,0.815402,1,2,1440,62.7142886,8.515110159,0.646176138,0.361728192
412,3,18,6,0.815402,1,2,1611,61.08406188,8.357818666,0.547138943,0.341665512
413,2,18,6,0.815402,1,2,1430,57.58326807,8.122026798,0.464355118,0.325890832
414,4,17,6,1.377649,1,2,1689,57.82051052,9.723186065,0.722364612,0.35409375
415,1,17,6,1.377649,1,2,1728,59.77204237,9.902119863,0.719083384,0.336260896
416,3,17,6,1.377649,1,2,1966,57.21027482,9.625825027,0.606440776,0.325826293
417,4,16,5,2.969017,1,2,2649,51.85524747,10.82133585,0.772127286,0.329722839
418,3,16,5,2.969017,1,2,3091,51.67389656,10.73196454,0.638324952,0.30137677
419,4,15,5,1.471673,1,2,1752,58.22166174,9.720603651,0.722665322,0.355908979
420,1,15,5,1.471673,1,2,1792,55.89600105,9.541708951,0.640953766,0.34333229
421,3,15,5,1.471673,1,2,2081,56.58059422,9.549259701,0.585737768,0.327847271
422,2,15,5,1.471673,1,2,1788,53.15813604,9.319833056,0.512649919,0.317285786
423,4,14,5,1.699608,1,2,1862,56.93921179,10.10077757,0.77684336,0.348841026
424,1,14,5,1.699608,1,2,1901,56.31817825,10.03649328,0.725972332,0.338642656
425,3,14,5,1.699608,1,2,2194,55.10642888,9.894568336,0.61221385,0.318704374
426,4,13,4,3.461759,1,2,2933,51.98453981,12.03056259,0.770696815,0.328540574
427,3,13,4,3.461759,1,2,3320,51.60610928,11.94639239,0.646418748,0.300741638
428,4,12,4,2.200234,1,2,2196,54.92029722,10.48118369,0.682997368,0.363091864
429,3,12,4,2.200234,1,2,2566,53.93031379,10.3542887,0.550917101,0.326235906
430,4,11,4,2.711107,1,2,2462,52.99813701,12.30314119,0.785469396,0.321676748
431,3,11,4,2.711107,1,2,2832,54.28008419,12.36049005,0.719472528,0.298332597
432,4,10,3,3.098888,1,2,2688,51.3213168,10.8080307,0.706731173,0.339751599
433,3,10,3,3.098888,1,2,3106,52.72686828,10.83687548,0.615229879,0.311058021
434,4,9,3,2.406857,1,2,2240,57.34115084,10.66540256,0.752700691,0.340747132
435,3,9,3,2.406857,1,2,2688,56.09074112,10.50076647,0.628101924,0.321952747
436,4,8,3,1.911589,1,2,1994,57.5750794,10.19817818,0.765513519,0.347389022
437,1,8,3,1.911589,1,2,2068,55.78393708,10.04420169,0.693202429,0.339633962
438,3,8,3,1.911589,1,2,2381,56.04025066,10.01809531,0.626276643,0.323177057
439,4,7,2,3.032621,1,2,2588,57.46319096,10.75493135,0.717054941,0.354788728
440,3,7,2,3.032621,1,2,3096,55.26801207,10.54411507,0.557527639,0.329017471
441,4,6,2,2.384204,1,2,2251,57.17180278,10.26058985,0.672818512,0.353856874
442,3,6,2,2.384204,1,2,2615,56.72409832,10.1899474,0.581744663,0.329231907
443,4,5,2,2.783806,1,2,2474,57.96160034,10.91844199,0.725441324,0.343972888
444,3,5,2,2.783806,1,2,2918,56.69108205,10.76876871,0.583082707,0.3221149
445,4,4,1,4.457837,1,2,3308,52.23813579,15.24464383,0.954591613,0.203657755
446,3,4,1,4.457837,1,2,3983,48.06669693,14.84550202,0.867112386,0.232588249
447,4,3,1,5.610568,1,2,4062,49.57437995,13.39207869,0.945804081,0.211657456
448,3,3,1,5.610568,1,2,4767,45.1631811,13.00095651,0.848110302,0.231612352
449,4,2,1,3.531471,1,2,2837,50.42275862,14.47565959,0.928985619,0.243734979
450,3,2,1,3.531471,1,2,3372,49.9133576,14.35632867,0.829215623,0.246607168
451,2,1,7,0,2,2,994,56.22797582,4.729692733,0.502979564,0.304689258
452,1,1,7,0,2,2,1003,60.87328753,5.097759738,0.709221391,0.340792989
453,4,19,6,1.981873,2,2,2056,53.66344817,10.30338153,0.863312774,0.311239145
454,3,19,6,1.981873,2,2,2452,48.88376174,9.853364019,0.625597767,0.291068838
455,4,18,6,0.815402,2,2,1385,56.28613186,8.254459839,0.661152444,0.368630777
456,1,18,6,0.815402,2,2,1440,58.2319617,8.374827081,0.659450252,0.356088007
457,3,18,6,0.815402,2,2,1611,56.60097227,8.21637262,0.559379567,0.336999324
458,2,18,6,0.815402,2,2,1430,53.09053494,7.980290009,0.474712467,0.321740205
459,4,17,6,1.377649,2,2,1689,54.22720098,9.607046547,0.736060494,0.347602114
460,1,17,6,1.377649,2,2,1728,56.17899876,9.786578386,0.731808678,0.330336556
461,3,17,6,1.377649,2,2,1966,53.61585209,9.509565901,0.618966478,0.320954999
462,4,16,5,2.969017,2,2,2649,49.50175291,10.74550565,0.782929916,0.322546767
463,3,16,5,2.969017,2,2,3091,49.29939599,10.65446162,0.647850382,0.29700689
464,4,15,5,1.471673,2,2,1752,54.69799508,9.607574727,0.737181002,0.348208949
465,1,15,5,1.471673,2,2,1792,52.37304516,9.428912357,0.655232828,0.337273868
466,3,15,5,1.471673,2,2,2081,53.05695858,9.436346942,0.602662695,0.320900609
467,2,15,5,1.471673,2,2,1788,49.62528803,9.20610714,0.525280625,0.312159036
468,4,14,5,1.699608,2,2,1862,53.69111625,9.994795361,0.791377437,0.339755557
469,1,14,5,1.699608,2,2,1901,53.08114898,9.931814132,0.741376214,0.330793022
470,3,14,5,1.699608,2,2,2194,51.86713929,9.789020482,0.628598032,0.311834627
471,4,13,4,3.461759,2,2,2933,49.80408171,11.96032451,0.777930396,0.323890576
472,3,13,4,3.461759,2,2,3320,49.42499849,11.87615432,0.654008351,0.297202706
473,4,12,4,2.200234,2,2,2196,52.00929088,10.38895687,0.691579475,0.359399319
474,3,12,4,2.200234,2,2,2566,51.01723749,10.26177694,0.558617874,0.323347553
475,4,11,4,2.711107,2,2,2462,50.4979594,12.22111801,0.79478921,0.316341254
476,3,11,4,2.711107,2,2,2832,51.77847945,12.27846687,0.730377259,0.293644141
477,4,10,3,3.098888,2,2,2688,48.97147062,10.7328947,0.714667609,0.335459332
478,3,10,3,3.098888,2,2,3106,50.37902318,10.76142932,0.622966925,0.307368221
479,4,9,3,2.406857,2,2,2240,54.56313872,10.57753042,0.759481744,0.33578404
480,3,9,3,2.406857,2,2,2688,53.31779068,10.41316525,0.635711743,0.317957967
481,4,8,3,1.911589,2,2,1994,54.48565067,10.09876916,0.77416747,0.342201037
482,1,8,3,1.911589,2,2,2068,52.69036853,9.945099806,0.703130407,0.334933189
483,3,8,3,1.911589,2,2,2381,52.94452779,9.918276774,0.635971093,0.31893021
484,4,7,2,3.032621,2,2,2588,55.00814253,10.67899976,0.724657307,0.349640562
485,3,7,2,3.032621,2,2,3096,52.81184865,10.46810488,0.564819636,0.325591681
486,4,6,2,2.384204,2,2,2251,54.35364816,10.17287698,0.679449905,0.349961241
487,3,6,2,2.384204,2,2,2615,53.90368978,10.10178053,0.588295942,0.325950884
488,4,5,2,2.783806,2,2,2474,55.40293309,10.83813556,0.732477707,0.339187687
489,3,5,2,2.783806,2,2,2918,54.13200992,10.68879378,0.590258373,0.318385172
490,4,4,1,4.457837,2,2,3308,50.53608763,15.184988,0.956645488,0.197285058
491,3,4,1,4.457837,2,2,3983,46.37007882,14.78602825,0.877449484,0.226759185
492,4,3,1,5.610568,2,2,4062,48.12799362,13.34176008,0.947554064,0.206644784
493,3,3,1,5.610568,2,2,4767,43.71832761,12.95084286,0.855251754,0.227379453
494,4,2,1,3.531471,2,2,2837,48.41659047,14.40626955,0.932271012,0.236251717
495,3,2,1,3.531471,2,2,3372,47.90474379,14.28643994,0.841205028,0.240745965
496,2,1,7,0,3,2,994,44.96926714,4.127593461,0.499090714,0.304939146
497,1,1,7,0,3,2,1003,49.73170141,4.507499497,0.706726962,0.342027859
498,4,19,6,1.981873,3,2,2056,48.51340497,10.02467008,0.86344973,0.311258776
499,3,19,6,1.981873,3,2,2452,43.71493691,9.572442169,0.623918962,0.291396739
500,4,18,6,0.815402,3,2,1385,48.42810725,7.852363472,0.660362409,0.369292761
501,1,18,6,0.815402,3,2,1440,50.34283377,7.968805695,0.658471435,0.356667553
502,3,18,6,0.815402,3,2,1611,48.71125588,7.810787347,0.557938723,0.337313491
503,2,18,6,0.815402,3,2,1430,45.11987958,7.566418586,0.471879402,0.322190793
504,4,17,6,1.377649,3,2,1689,47.92529869,9.275612352,0.735356758,0.348121508
505,1,17,6,1.377649,3,2,1728,49.85369716,9.452153987,0.732206769,0.330148914
506,3,17,6,1.377649,3,2,1966,47.2906013,9.175619935,0.617765464,0.321386269
507,4,16,5,2.969017,3,2,2649,45.32916961,10.52382976,0.782465454,0.322646417
508,3,16,5,2.969017,3,2,3091,45.1225843,10.43190954,0.648157399,0.296699014
509,4,15,5,1.471673,3,2,1752,48.52255311,9.285796597,0.736952128,0.348569363
510,1,15,5,1.471673,3,2,1792,46.17411008,9.104346258,0.654771265,0.337469878
511,3,15,5,1.471673,3,2,2081,46.85769309,9.112129339,0.601399108,0.321279799
512,2,15,5,1.471673,3,2,1788,43.36195614,8.87550044,0.524063285,0.31228307
513,4,14,5,1.699608,3,2,1862,48.01777427,9.693897108,0.791859396,0.339754364
514,1,14,5,1.699608,3,2,1901,47.37526735,9.627658229,0.741811457,0.330432014
515,3,14,5,1.699608,3,2,2194,46.1647644,9.485733286,0.627085601,0.312224667
516,4,13,4,3.461759,3,2,2933,45.98538752,11.7601496,0.777356504,0.324312411
517,3,13,4,3.461759,3,2,3320,45.58845121,11.67424692,0.651695941,0.297748226
518,4,12,4,2.200234,3,2,2196,46.89795273,10.12538383,0.69210776,0.359443583
519,3,12,4,2.200234,3,2,2566,45.88799373,9.996209297,0.557548149,0.32354316
520,4,11,4,2.711107,3,2,2462,46.11373719,11.98709086,0.794854998,0.316441834
521,3,11,4,2.711107,3,2,2832,47.37769812,12.04275547,0.72926377,0.293867632
522,4,10,3,3.098888,3,2,2688,44.86115669,10.5180321,0.714635146,0.335601841
523,3,10,3,3.098888,3,2,3106,46.24779117,10.54486084,0.621805485,0.307633508
524,4,9,3,2.406857,3,2,2240,49.70622563,10.32755087,0.759425543,0.336141976
525,3,9,3,2.406857,3,2,2688,48.43486041,10.16101825,0.634926652,0.318157889
526,4,8,3,1.911589,3,2,1994,49.06660255,9.815284521,0.773888215,0.342526846
527,1,8,3,1.911589,3,2,2068,47.24289481,9.658953339,0.702564198,0.335231402
528,3,8,3,1.911589,3,2,2381,47.50364364,9.632335063,0.634422787,0.319333246
529,4,7,2,3.032621,3,2,2588,50.69662742,10.46118772,0.724315634,0.350095354
530,3,7,2,3.032621,3,2,3096,48.48340667,10.24864215,0.564115975,0.325794588
531,4,6,2,2.384204,3,2,2251,49.40393287,9.921269981,0.679300651,0.35022744
532,3,6,2,2.384204,3,2,2615,48.93572285,9.848539122,0.587649651,0.326134284
533,4,5,2,2.783806,3,2,2474,50.91219954,10.60873598,0.732187278,0.339446959
534,3,5,2,2.783806,3,2,2918,49.62387562,10.45748806,0.590282767,0.318392708
535,4,4,1,4.457837,3,2,3308,47.56703148,15.01645876,0.956502125,0.197402284
536,3,4,1,4.457837,3,2,3983,43.38335192,14.61592114,0.87649078,0.227098196
537,4,3,1,5.610568,3,2,4062,45.59364304,13.19895155,0.946739403,0.211966722
538,3,3,1,5.610568,3,2,4767,41.17447354,12.80706076,0.85510765,0.227340154
539,4,2,1,3.531471,3,2,2837,44.89532689,14.2077884,0.931951521,0.236651565
540,3,2,1,3.531471,3,2,3372,44.37068006,14.08681891,0.84212344,0.240479657
541,2,1,7,0,1,1,994,60.87704285,19.20396472,0.426220218,0.287973972
542,1,1,7,0,1,1,1003,65.52525002,18.98663395,0.649710023,0.34264595
543,4,19,6,1.981873,1,1,2056,55.15595319,16.79854387,0.829574537,0.322776824
544,3,19,6,1.981873,1,1,2452,50.33859202,16.57459008,0.545847461,0.278886247
545,4,18,6,0.815402,1,1,1385,59.25377678,17.70096241,0.613957639,0.369482686
546,1,18,6,0.815402,1,1,1440,61.10982254,17.8964865,0.607385575,0.354827571
547,3,18,6,0.815402,1,1,1611,59.46280881,17.98501748,0.498085443,0.326736807
548,2,18,6,0.815402,1,1,1430,55.9820368,17.90564487,0.409660344,0.304709297
549,4,17,6,1.377649,1,1,1689,56.40071978,17.36542946,0.688271232,0.350827521
550,1,17,6,1.377649,1,1,1728,58.2785722,17.60524381,0.678332311,0.331040937
551,3,17,6,1.377649,1,1,1966,55.70035441,17.53371814,0.551843191,0.312356654
552,4,16,5,2.969017,1,1,2649,50.48193405,15.87790382,0.739133908,0.327697642
553,3,16,5,2.969017,1,1,3091,50.19569118,15.96233661,0.578039501,0.287595418
554,4,15,5,1.471673,1,1,1752,56.74033425,17.13520815,0.688147719,0.353624621
555,1,15,5,1.471673,1,1,1792,54.38352318,17.01939126,0.59363698,0.334542697
556,3,15,5,1.471673,1,1,2081,55.03303979,17.22349385,0.533158979,0.312699532
557,2,15,5,1.471673,1,1,1788,51.64455606,17.12033898,0.452619272,0.297715291
558,4,14,5,1.699608,1,1,1862,55.53792178,17.02849564,0.747460735,0.347595974
559,1,14,5,1.699608,1,1,1901,54.83868997,17.02035152,0.684967262,0.332878714
560,3,14,5,1.699608,1,1,2194,53.5981489,17.0623752,0.554587503,0.304184611
561,4,13,4,3.461759,1,1,2933,50.64320935,16.60867032,0.733882841,0.325412082
562,3,13,4,3.461759,1,1,3320,50.17996584,16.68309525,0.583006496,0.286220649
563,4,12,4,2.200234,1,1,2196,53.52695412,16.53291562,0.648654159,0.358604174
564,3,12,4,2.200234,1,1,2566,52.43804024,16.61497944,0.496257012,0.309541051
565,4,11,4,2.711107,1,1,2462,51.73551043,17.66538599,0.745389484,0.318232593
566,3,11,4,2.711107,1,1,2832,52.90315821,17.90598172,0.66035646,0.287088127
567,4,10,3,3.098888,1,1,2688,49.9257726,15.72784919,0.668343771,0.335617904
568,3,10,3,3.098888,1,1,3106,51.16852146,15.92100066,0.556654752,0.296475667
569,4,9,3,2.406857,1,1,2240,55.88877886,16.40888128,0.722687362,0.339325351
570,3,9,3,2.406857,1,1,2688,54.53838582,16.44283804,0.577891225,0.310245942
571,4,8,3,1.911589,1,1,1994,56.14563964,16.72323903,0.734208843,0.346886388
572,1,8,3,1.911589,1,1,2068,54.29034693,16.62321574,0.651276997,0.333024652
573,3,8,3,1.911589,1,1,2381,54.46153036,16.76582828,0.571221702,0.310145647
574,4,7,2,3.032621,1,1,2588,56.29738062,15.76547295,0.690154454,0.353585467
575,3,7,2,3.032621,1,1,3096,54.04396482,15.73128015,0.509177445,0.314946798
576,4,6,2,2.384204,1,1,2251,55.96708903,16.05744812,0.640295335,0.350588589
577,3,6,2,2.384204,1,1,2615,55.45367075,16.19074262,0.533097675,0.316576662
578,4,5,2,2.783806,1,1,2474,56.80674108,16.20631774,0.696459582,0.342116053
579,3,5,2,2.783806,1,1,2918,55.47032946,16.24170561,0.532624386,0.308611576
580,4,4,1,4.457837,1,1,3308,51.06563472,19.08513203,0.954289175,0.210494602
581,3,4,1,4.457837,1,1,3983,46.83944146,18.82114132,0.800094068,0.225183717
582,4,3,1,5.610568,1,1,4062,48.32417508,16.61369975,0.944443587,0.219487053
583,3,3,1,5.610568,1,1,4767,43.88914015,16.33868957,0.780718682,0.223688513
584,4,2,1,3.531471,1,1,2837,49.24276828,19.0005455,0.924268889,0.252119678
585,3,2,1,3.531471,1,1,3372,48.65710496,19.03780525,0.763846028,0.237687655
586,2,1,7,0,2,1,994,54.84651737,15.58164417,0.437996883,0.281952997
587,1,1,7,0,2,1,1003,59.494947,15.36325634,0.66708288,0.335028121
588,4,19,6,1.981873,2,1,2056,52.36810793,15.07644068,0.841415539,0.314423448
589,3,19,6,1.981873,2,1,2452,47.53976316,14.85258736,0.557400306,0.273854917
590,4,18,6,0.815402,2,1,1385,54.9817187,15.2085755,0.627062454,0.364238193
591,1,18,6,0.815402,2,1,1440,56.83820909,15.40380884,0.620024008,0.349560306
592,3,18,6,0.815402,2,1,1611,55.19404185,15.49481113,0.507955483,0.322584448
593,2,18,6,0.815402,2,1,1430,51.71289494,15.4145663,0.418415832,0.30055849
594,4,17,6,1.377649,2,1,1689,52.97698647,15.31462805,0.701325536,0.345149421
595,1,17,6,1.377649,2,1,1728,54.85445933,15.55527966,0.692599694,0.324692942
596,3,17,6,1.377649,2,1,1966,52.27675832,15.48291673,0.564337135,0.307589398
597,4,16,5,2.969017,2,1,2649,48.20453916,14.51088924,0.749180749,0.321218135
598,3,16,5,2.969017,2,1,3091,47.93257564,14.59683544,0.588303263,0.283112999
599,4,15,5,1.471673,2,1,1752,53.38465129,15.14366871,0.703360424,0.346317007
600,1,15,5,1.471673,2,1,1792,51.02818653,15.02808414,0.609747908,0.328228706
601,3,15,5,1.471673,2,1,2081,51.6765408,15.2326514,0.546880197,0.307237856
602,2,15,5,1.471673,2,1,1788,48.28961611,15.1292642,0.465498396,0.29222523
603,4,14,5,1.699608,2,1,1862,52.44722853,15.16718313,0.762017183,0.33948046
604,1,14,5,1.699608,2,1,1901,51.75387359,15.15925618,0.698116067,0.326296806
605,3,14,5,1.699608,2,1,2194,50.51184927,15.20106269,0.56887211,0.298257364
606,4,13,4,3.461759,2,1,2933,48.55987548,15.37008356,0.741225801,0.321031482
607,3,13,4,3.461759,2,1,3320,48.10179171,15.44508599,0.590479384,0.282710697
608,4,12,4,2.200234,2,1,2196,50.75131118,14.90370181,0.658548781,0.354730679
609,3,12,4,2.200234,2,1,2566,49.66142128,14.98671544,0.503296149,0.306613431
610,4,11,4,2.711107,2,1,2462,49.35210016,16.22096946,0.756150168,0.313130568
611,3,11,4,2.711107,2,1,2832,50.51971157,16.46207047,0.672087882,0.282217861
612,4,10,3,3.098888,2,1,2688,47.69014339,14.39866309,0.677263565,0.331110791
613,3,10,3,3.098888,2,1,3106,48.93297077,14.59196964,0.564657077,0.292902351
614,4,9,3,2.406857,2,1,2240,53.25087119,14.86059757,0.729625015,0.33482052
615,3,9,3,2.406857,2,1,2688,51.89647152,14.89473495,0.58502116,0.306808166
616,4,8,3,1.911589,2,1,1994,53.20327653,14.96807087,0.744141725,0.341492743
617,1,8,3,1.911589,2,1,2068,51.34316724,14.86784282,0.660382059,0.328726342
618,3,8,3,1.911589,2,1,2381,51.51392335,15.01014822,0.580398358,0.306107728
619,4,7,2,3.032621,2,1,2588,53.95674647,14.41843399,0.697949222,0.348437322
620,3,7,2,3.032621,2,1,3096,51.7042509,14.38424119,0.515821098,0.311815998
621,4,6,2,2.384204,2,1,2251,53.28095646,14.50095326,0.648045036,0.346389221
622,3,6,2,2.384204,2,1,2615,52.76796755,14.63488337,0.539892225,0.313317154
623,4,5,2,2.783806,2,1,2474,54.36929571,14.78583047,0.703378971,0.33751734
624,3,5,2,2.783806,2,1,2918,53.03420883,14.82154984,0.539477796,0.305146971
625,4,4,1,4.457837,2,1,3308,49.44265641,18.04258115,0.956290388,0.203937326
626,3,4,1,4.457837,2,1,3983,45.22327822,17.77962214,0.812642,0.220328785
627,4,3,1,5.610568,2,1,4062,46.94581053,15.73440503,0.946638414,0.213747994
628,3,3,1,5.610568,2,1,4767,42.51236635,15.45939485,0.789280874,0.219934707
629,4,2,1,3.531471,2,1,2837,47.33002497,17.77767076,0.928628633,0.244412862
630,3,2,1,3.531471,2,1,3372,46.7453618,17.81614162,0.776889659,0.232822594
